Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Regular price,Categories,Tags,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Meta: dimensions,Meta: ean
variation,MU02010001,,1,0,visible,,Dimensiuni: 33 * 33 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_01_2_1.jpg,MU0201,1,Size,XS,,1,,Color,Alb,,1,,,,,,,,,,,,[33cm]·[33cm],8435782510218
variation,MU02010101,,1,0,visible,,"Dimensiuni: 35 * 35,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_01_2_1.jpg,MU0201,2,Size,S,,1,,Color,Alb,,1,,,,,,,,,,,,"[35cm]·[35,5cm]",8435782510355
variation,MU02010201,,1,0,visible,,Dimensiuni: 37 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_01_2_1.jpg,MU0201,3,Size,M,,1,,Color,Alb,,1,,,,,,,,,,,,[37cm]·[38cm],8435782510492
variation,MU02010301,,1,0,visible,,"Dimensiuni: 39 * 40,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_01_2_1.jpg,MU0201,4,Size,L,,1,,Color,Alb,,1,,,,,,,,,,,,"[39cm]·[40,5cm]",8435782510638
variation,MU02010401,,1,0,visible,,Dimensiuni: 41 * 43 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_01_2_1.jpg,MU0201,5,Size,XL,,1,,Color,Alb,,1,,,,,,,,,,,,[41cm]·[43cm],8435782510775
variation,MU02010501,,1,0,visible,,Dimensiuni: 43 * 45 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_01_2_1.jpg,MU0201,6,Size,2XL,,1,,Color,Alb,,1,,,,,,,,,,,,[43cm]·[45cm],8435782510911
variation,MU02010002,,1,0,visible,,Dimensiuni: 33 * 33 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_02_2_1.jpg,MU0201,7,Size,XS,,1,,Color,Negru,,1,,,,,,,,,,,,[33cm]·[33cm],8435782510225
variation,MU02010102,,1,0,visible,,"Dimensiuni: 35 * 35,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_02_2_1.jpg,MU0201,8,Size,S,,1,,Color,Negru,,1,,,,,,,,,,,,"[35cm]·[35,5cm]",8435782510362
variation,MU02010202,,1,0,visible,,Dimensiuni: 37 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_02_2_1.jpg,MU0201,9,Size,M,,1,,Color,Negru,,1,,,,,,,,,,,,[37cm]·[38cm],8435782510508
variation,MU02010302,,1,0,visible,,"Dimensiuni: 39 * 40,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_02_2_1.jpg,MU0201,10,Size,L,,1,,Color,Negru,,1,,,,,,,,,,,,"[39cm]·[40,5cm]",8435782510645
variation,MU02010402,,1,0,visible,,Dimensiuni: 41 * 43 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_02_2_1.jpg,MU0201,11,Size,XL,,1,,Color,Negru,,1,,,,,,,,,,,,[41cm]·[43cm],8435782510782
variation,MU02010502,,1,0,visible,,Dimensiuni: 43 * 45 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_02_2_1.jpg,MU0201,12,Size,2XL,,1,,Color,Negru,,1,,,,,,,,,,,,[43cm]·[45cm],8435782510928
variation,MU02010003,,1,0,visible,,Dimensiuni: 33 * 33 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_03_2_1.jpg,MU0201,13,Size,XS,,1,,Color,Galben,,1,,,,,,,,,,,,[33cm]·[33cm],8435782510232
variation,MU02010103,,1,0,visible,,"Dimensiuni: 35 * 35,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_03_2_1.jpg,MU0201,14,Size,S,,1,,Color,Galben,,1,,,,,,,,,,,,"[35cm]·[35,5cm]",8435782510379
variation,MU02010203,,1,0,visible,,Dimensiuni: 37 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_03_2_1.jpg,MU0201,15,Size,M,,1,,Color,Galben,,1,,,,,,,,,,,,[37cm]·[38cm],8435782510515
variation,MU02010303,,1,0,visible,,"Dimensiuni: 39 * 40,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_03_2_1.jpg,MU0201,16,Size,L,,1,,Color,Galben,,1,,,,,,,,,,,,"[39cm]·[40,5cm]",8435782510652
variation,MU02010403,,1,0,visible,,Dimensiuni: 41 * 43 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_03_2_1.jpg,MU0201,17,Size,XL,,1,,Color,Galben,,1,,,,,,,,,,,,[41cm]·[43cm],8435782510799
variation,MU02010503,,1,0,visible,,Dimensiuni: 43 * 45 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_03_2_1.jpg,MU0201,18,Size,2XL,,1,,Color,Galben,,1,,,,,,,,,,,,[43cm]·[45cm],8435782510935
variation,MU02010005,,1,0,visible,,Dimensiuni: 33 * 33 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_05_2_1.jpg,MU0201,19,Size,XS,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[33cm]·[33cm],8435782510249
variation,MU02010105,,1,0,visible,,"Dimensiuni: 35 * 35,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_05_2_1.jpg,MU0201,20,Size,S,,1,,Color,Albastru regal,,1,,,,,,,,,,,,"[35cm]·[35,5cm]",8435782510386
variation,MU02010205,,1,0,visible,,Dimensiuni: 37 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_05_2_1.jpg,MU0201,21,Size,M,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[37cm]·[38cm],8435782510522
variation,MU02010305,,1,0,visible,,"Dimensiuni: 39 * 40,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_05_2_1.jpg,MU0201,22,Size,L,,1,,Color,Albastru regal,,1,,,,,,,,,,,,"[39cm]·[40,5cm]",8435782510669
variation,MU02010405,,1,0,visible,,Dimensiuni: 41 * 43 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_05_2_1.jpg,MU0201,23,Size,XL,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[41cm]·[43cm],8435782510805
variation,MU02010505,,1,0,visible,,Dimensiuni: 43 * 45 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_05_2_1.jpg,MU0201,24,Size,2XL,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[43cm]·[45cm],8435782510942
variation,MU02010010,,1,0,visible,,Dimensiuni: 33 * 33 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_10_2_1.jpg,MU0201,25,Size,XS,,1,,Color,Sky blue,,1,,,,,,,,,,,,[33cm]·[33cm],8435782510256
variation,MU02010110,,1,0,visible,,"Dimensiuni: 35 * 35,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_10_2_1.jpg,MU0201,26,Size,S,,1,,Color,Sky blue,,1,,,,,,,,,,,,"[35cm]·[35,5cm]",8435782510393
variation,MU02010210,,1,0,visible,,Dimensiuni: 37 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_10_2_1.jpg,MU0201,27,Size,M,,1,,Color,Sky blue,,1,,,,,,,,,,,,[37cm]·[38cm],8435782510539
variation,MU02010310,,1,0,visible,,"Dimensiuni: 39 * 40,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_10_2_1.jpg,MU0201,28,Size,L,,1,,Color,Sky blue,,1,,,,,,,,,,,,"[39cm]·[40,5cm]",8435782510676
variation,MU02010410,,1,0,visible,,Dimensiuni: 41 * 43 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_10_2_1.jpg,MU0201,29,Size,XL,,1,,Color,Sky blue,,1,,,,,,,,,,,,[41cm]·[43cm],8435782510812
variation,MU02010510,,1,0,visible,,Dimensiuni: 43 * 45 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_10_2_1.jpg,MU0201,30,Size,2XL,,1,,Color,Sky blue,,1,,,,,,,,,,,,[43cm]·[45cm],8435782510959
variation,MU020100176,,1,0,visible,,Dimensiuni: 33 * 33 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_176_2_1.jpg,MU0201,31,Size,XS,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[33cm]·[33cm],8435782510263
variation,MU020101176,,1,0,visible,,"Dimensiuni: 35 * 35,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_176_2_1.jpg,MU0201,32,Size,S,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,"[35cm]·[35,5cm]",8435782510409
variation,MU020102176,,1,0,visible,,Dimensiuni: 37 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_176_2_1.jpg,MU0201,33,Size,M,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[37cm]·[38cm],8435782510546
variation,MU020103176,,1,0,visible,,"Dimensiuni: 39 * 40,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_176_2_1.jpg,MU0201,34,Size,L,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,"[39cm]·[40,5cm]",8435782510683
variation,MU020104176,,1,0,visible,,Dimensiuni: 41 * 43 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_176_2_1.jpg,MU0201,35,Size,XL,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[41cm]·[43cm],8435782510829
variation,MU020105176,,1,0,visible,,Dimensiuni: 43 * 45 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_176_2_1.jpg,MU0201,36,Size,2XL,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[43cm]·[45cm],8435782510966
variation,MU020100221,,1,0,visible,,Dimensiuni: 33 * 33 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_221_2_1.jpg,MU0201,37,Size,XS,,1,,Color,Galben fluor,,1,,,,,,,,,,,,[33cm]·[33cm],8435782510270
variation,MU020101221,,1,0,visible,,"Dimensiuni: 35 * 35,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_221_2_1.jpg,MU0201,38,Size,S,,1,,Color,Galben fluor,,1,,,,,,,,,,,,"[35cm]·[35,5cm]",8435782510416
variation,MU020102221,,1,0,visible,,Dimensiuni: 37 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_221_2_1.jpg,MU0201,39,Size,M,,1,,Color,Galben fluor,,1,,,,,,,,,,,,[37cm]·[38cm],8435782510553
variation,MU020103221,,1,0,visible,,"Dimensiuni: 39 * 40,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_221_2_1.jpg,MU0201,40,Size,L,,1,,Color,Galben fluor,,1,,,,,,,,,,,,"[39cm]·[40,5cm]",8435782510690
variation,MU020104221,,1,0,visible,,Dimensiuni: 41 * 43 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_221_2_1.jpg,MU0201,41,Size,XL,,1,,Color,Galben fluor,,1,,,,,,,,,,,,[41cm]·[43cm],8435782510836
variation,MU020105221,,1,0,visible,,Dimensiuni: 43 * 45 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_221_2_1.jpg,MU0201,42,Size,2XL,,1,,Color,Galben fluor,,1,,,,,,,,,,,,[43cm]·[45cm],8435782510973
variation,MU020100222,,1,0,visible,,Dimensiuni: 33 * 33 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_222_2_1.jpg,MU0201,43,Size,XS,,1,,Color,Fluor verde,,1,,,,,,,,,,,,[33cm]·[33cm],8435782510287
variation,MU020101222,,1,0,visible,,"Dimensiuni: 35 * 35,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_222_2_1.jpg,MU0201,44,Size,S,,1,,Color,Fluor verde,,1,,,,,,,,,,,,"[35cm]·[35,5cm]",8435782510423
variation,MU020102222,,1,0,visible,,Dimensiuni: 37 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_222_2_1.jpg,MU0201,45,Size,M,,1,,Color,Fluor verde,,1,,,,,,,,,,,,[37cm]·[38cm],8435782510560
variation,MU020103222,,1,0,visible,,"Dimensiuni: 39 * 40,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_222_2_1.jpg,MU0201,46,Size,L,,1,,Color,Fluor verde,,1,,,,,,,,,,,,"[39cm]·[40,5cm]",8435782510706
variation,MU020104222,,1,0,visible,,Dimensiuni: 41 * 43 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_222_2_1.jpg,MU0201,47,Size,XL,,1,,Color,Fluor verde,,1,,,,,,,,,,,,[41cm]·[43cm],8435782510843
variation,MU020105222,,1,0,visible,,Dimensiuni: 43 * 45 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_222_2_1.jpg,MU0201,48,Size,2XL,,1,,Color,Fluor verde,,1,,,,,,,,,,,,[43cm]·[45cm],8435782510980
variation,MU020100223,,1,0,visible,,Dimensiuni: 33 * 33 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_223_2_1.jpg,MU0201,49,Size,XS,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,[33cm]·[33cm],8435782510294
variation,MU020101223,,1,0,visible,,"Dimensiuni: 35 * 35,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_223_2_1.jpg,MU0201,50,Size,S,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,"[35cm]·[35,5cm]",8435782510430
variation,MU020102223,,1,0,visible,,Dimensiuni: 37 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_223_2_1.jpg,MU0201,51,Size,M,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,[37cm]·[38cm],8435782510577
variation,MU020103223,,1,0,visible,,"Dimensiuni: 39 * 40,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_223_2_1.jpg,MU0201,52,Size,L,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,"[39cm]·[40,5cm]",8435782510713
variation,MU020104223,,1,0,visible,,Dimensiuni: 41 * 43 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_223_2_1.jpg,MU0201,53,Size,XL,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,[41cm]·[43cm],8435782510850
variation,MU020105223,,1,0,visible,,Dimensiuni: 43 * 45 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_223_2_1.jpg,MU0201,54,Size,2XL,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,[43cm]·[45cm],8435782510997
variation,MU020100258,,1,0,visible,,Dimensiuni: 33 * 33 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_258_2_1.jpg,MU0201,55,Size,XS,,1,,Color,Gri deschis,,1,,,,,,,,,,,,[33cm]·[33cm],8435782510300
variation,MU020101258,,1,0,visible,,"Dimensiuni: 35 * 35,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_258_2_1.jpg,MU0201,56,Size,S,,1,,Color,Gri deschis,,1,,,,,,,,,,,,"[35cm]·[35,5cm]",8435782510447
variation,MU020102258,,1,0,visible,,Dimensiuni: 37 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_258_2_1.jpg,MU0201,57,Size,M,,1,,Color,Gri deschis,,1,,,,,,,,,,,,[37cm]·[38cm],8435782510584
variation,MU020103258,,1,0,visible,,"Dimensiuni: 39 * 40,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_258_2_1.jpg,MU0201,58,Size,L,,1,,Color,Gri deschis,,1,,,,,,,,,,,,"[39cm]·[40,5cm]",8435782510720
variation,MU020104258,,1,0,visible,,Dimensiuni: 41 * 43 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_258_2_1.jpg,MU0201,59,Size,XL,,1,,Color,Gri deschis,,1,,,,,,,,,,,,[41cm]·[43cm],8435782510867
variation,MU020105258,,1,0,visible,,Dimensiuni: 43 * 45 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_258_2_1.jpg,MU0201,60,Size,2XL,,1,,Color,Gri deschis,,1,,,,,,,,,,,,[43cm]·[45cm],8435782511000
variation,MU02010034,,1,0,visible,,Dimensiuni: 33 * 33 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_34_2_1.jpg,MU0201,61,Size,XS,,1,,Color,Gum Pink,,1,,,,,,,,,,,,[33cm]·[33cm],8435782510317
variation,MU02010134,,1,0,visible,,"Dimensiuni: 35 * 35,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_34_2_1.jpg,MU0201,62,Size,S,,1,,Color,Gum Pink,,1,,,,,,,,,,,,"[35cm]·[35,5cm]",8435782510454
variation,MU02010234,,1,0,visible,,Dimensiuni: 37 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_34_2_1.jpg,MU0201,63,Size,M,,1,,Color,Gum Pink,,1,,,,,,,,,,,,[37cm]·[38cm],8435782510591
variation,MU02010334,,1,0,visible,,"Dimensiuni: 39 * 40,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_34_2_1.jpg,MU0201,64,Size,L,,1,,Color,Gum Pink,,1,,,,,,,,,,,,"[39cm]·[40,5cm]",8435782510737
variation,MU02010434,,1,0,visible,,Dimensiuni: 41 * 43 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_34_2_1.jpg,MU0201,65,Size,XL,,1,,Color,Gum Pink,,1,,,,,,,,,,,,[41cm]·[43cm],8435782510874
variation,MU02010534,,1,0,visible,,Dimensiuni: 43 * 45 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_34_2_1.jpg,MU0201,66,Size,2XL,,1,,Color,Gum Pink,,1,,,,,,,,,,,,[43cm]·[45cm],8435782511017
variation,MU02010055,,1,0,visible,,Dimensiuni: 33 * 33 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_55_2_1.jpg,MU0201,67,Size,XS,,1,,Color,Albastru marin,,1,,,,,,,,,,,,[33cm]·[33cm],8435782510324
variation,MU02010155,,1,0,visible,,"Dimensiuni: 35 * 35,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_55_2_1.jpg,MU0201,68,Size,S,,1,,Color,Albastru marin,,1,,,,,,,,,,,,"[35cm]·[35,5cm]",8435782510461
variation,MU02010255,,1,0,visible,,Dimensiuni: 37 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_55_2_1.jpg,MU0201,69,Size,M,,1,,Color,Albastru marin,,1,,,,,,,,,,,,[37cm]·[38cm],8435782510607
variation,MU02010355,,1,0,visible,,"Dimensiuni: 39 * 40,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_55_2_1.jpg,MU0201,70,Size,L,,1,,Color,Albastru marin,,1,,,,,,,,,,,,"[39cm]·[40,5cm]",8435782510744
variation,MU02010455,,1,0,visible,,Dimensiuni: 41 * 43 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_55_2_1.jpg,MU0201,71,Size,XL,,1,,Color,Albastru marin,,1,,,,,,,,,,,,[41cm]·[43cm],8435782510881
variation,MU02010555,,1,0,visible,,Dimensiuni: 43 * 45 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_55_2_1.jpg,MU0201,72,Size,2XL,,1,,Color,Albastru marin,,1,,,,,,,,,,,,[43cm]·[45cm],8435782511024
variation,MU02010060,,1,0,visible,,Dimensiuni: 33 * 33 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_60_2_1.jpg,MU0201,73,Size,XS,,1,,Color,ROȘU,,1,,,,,,,,,,,,[33cm]·[33cm],8435782510331
variation,MU02010160,,1,0,visible,,"Dimensiuni: 35 * 35,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_60_2_1.jpg,MU0201,74,Size,S,,1,,Color,ROȘU,,1,,,,,,,,,,,,"[35cm]·[35,5cm]",8435782510478
variation,MU02010260,,1,0,visible,,Dimensiuni: 37 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_60_2_1.jpg,MU0201,75,Size,M,,1,,Color,ROȘU,,1,,,,,,,,,,,,[37cm]·[38cm],8435782510614
variation,MU02010360,,1,0,visible,,"Dimensiuni: 39 * 40,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_60_2_1.jpg,MU0201,76,Size,L,,1,,Color,ROȘU,,1,,,,,,,,,,,,"[39cm]·[40,5cm]",8435782510751
variation,MU02010460,,1,0,visible,,Dimensiuni: 41 * 43 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_60_2_1.jpg,MU0201,77,Size,XL,,1,,Color,ROȘU,,1,,,,,,,,,,,,[41cm]·[43cm],8435782510898
variation,MU02010560,,1,0,visible,,Dimensiuni: 43 * 45 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_60_2_1.jpg,MU0201,78,Size,2XL,,1,,Color,ROȘU,,1,,,,,,,,,,,,[43cm]·[45cm],8435782511031
variation,MU02010064,,1,0,visible,,Dimensiuni: 33 * 33 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_64_2_1.jpg,MU0201,79,Size,XS,,1,,Color,Burgundy,,1,,,,,,,,,,,,[33cm]·[33cm],8435782510348
variation,MU02010164,,1,0,visible,,"Dimensiuni: 35 * 35,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_64_2_1.jpg,MU0201,80,Size,S,,1,,Color,Burgundy,,1,,,,,,,,,,,,"[35cm]·[35,5cm]",8435782510485
variation,MU02010264,,1,0,visible,,Dimensiuni: 37 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_64_2_1.jpg,MU0201,81,Size,M,,1,,Color,Burgundy,,1,,,,,,,,,,,,[37cm]·[38cm],8435782510621
variation,MU02010364,,1,0,visible,,"Dimensiuni: 39 * 40,5 cm",taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_64_2_1.jpg,MU0201,82,Size,L,,1,,Color,Burgundy,,1,,,,,,,,,,,,"[39cm]·[40,5cm]",8435782510768
variation,MU02010464,,1,0,visible,,Dimensiuni: 41 * 43 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_64_2_1.jpg,MU0201,83,Size,XL,,1,,Color,Burgundy,,1,,,,,,,,,,,,[41cm]·[43cm],8435782510904
variation,MU02010564,,1,0,visible,,Dimensiuni: 43 * 45 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0201/model/large/0201_64_2_1.jpg,MU0201,84,Size,2XL,,1,,Color,Burgundy,,1,,,,,,,,,,,,[43cm]·[45cm],8435782511048
