Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Regular price,Categories,Tags,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Meta: dimensions,Meta: ean
variation,MU01070001,,1,0,visible,,Dimensiuni: 49 * 69 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_01_2_1.jpg,MU0107,1,Size,XS,,1,,Color,Alb,,1,,,,,,,,,,,,[49cm]·[69cm],8435782505917
variation,MU01070101,,1,0,visible,,Dimensiuni: 51 * 70 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_01_2_1.jpg,MU0107,2,Size,S,,1,,Color,Alb,,1,,,,,,,,,,,,[51cm]·[70cm],8435782506051
variation,MU01070201,,1,0,visible,,Dimensiuni: 53 * 71 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_01_2_1.jpg,MU0107,3,Size,M,,1,,Color,Alb,,1,,,,,,,,,,,,[53cm]·[71cm],8435782506198
variation,MU01070301,,1,0,visible,,Dimensiuni: 55 * 73 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_01_2_1.jpg,MU0107,4,Size,L,,1,,Color,Alb,,1,,,,,,,,,,,,[55cm]·[73cm],8435782506334
variation,MU01070401,,1,0,visible,,Dimensiuni: 58 * 75 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_01_2_1.jpg,MU0107,5,Size,XL,,1,,Color,Alb,,1,,,,,,,,,,,,[58cm]·[75cm],8435782506471
variation,MU01070501,,1,0,visible,,Dimensiuni: 62 * 77 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_01_2_1.jpg,MU0107,6,Size,2XL,,1,,Color,Alb,,1,,,,,,,,,,,,[62cm]·[77cm],8435782506617
variation,MU01070601,,1,0,visible,,Dimensiuni: 66 * 79 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_01_2_1.jpg,MU0107,7,Size,3XL,,1,,Color,Alb,,1,,,,,,,,,,,,[66cm]·[79cm],8435782506754
variation,MU01077501,,1,0,visible,,Dimensiuni: 36 * 46 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_01_2_1.jpg,MU0107,8,Size,4/6,,1,,Color,Alb,,1,,,,,,,,,,,,[36cm]·[46cm],8435782506891
variation,MU01077601,,1,0,visible,,Dimensiuni: 40 * 55 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_01_2_1.jpg,MU0107,9,Size,8/10,,1,,Color,Alb,,1,,,,,,,,,,,,[40cm]·[55cm],8435782507034
variation,MU01077701,,1,0,visible,,Dimensiuni: 44 * 59 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_01_2_1.jpg,MU0107,10,Size,12/14,,1,,Color,Alb,,1,,,,,,,,,,,,[44cm]·[59cm],8435782507171
variation,MU01070002,,1,0,visible,,Dimensiuni: 49 * 69 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_02_2_1.jpg,MU0107,11,Size,XS,,1,,Color,Negru,,1,,,,,,,,,,,,[49cm]·[69cm],8435782505924
variation,MU01070102,,1,0,visible,,Dimensiuni: 51 * 70 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_02_2_1.jpg,MU0107,12,Size,S,,1,,Color,Negru,,1,,,,,,,,,,,,[51cm]·[70cm],8435782506068
variation,MU01070202,,1,0,visible,,Dimensiuni: 53 * 71 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_02_2_1.jpg,MU0107,13,Size,M,,1,,Color,Negru,,1,,,,,,,,,,,,[53cm]·[71cm],8435782506204
variation,MU01070302,,1,0,visible,,Dimensiuni: 55 * 73 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_02_2_1.jpg,MU0107,14,Size,L,,1,,Color,Negru,,1,,,,,,,,,,,,[55cm]·[73cm],8435782506341
variation,MU01070402,,1,0,visible,,Dimensiuni: 58 * 75 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_02_2_1.jpg,MU0107,15,Size,XL,,1,,Color,Negru,,1,,,,,,,,,,,,[58cm]·[75cm],8435782506488
variation,MU01070502,,1,0,visible,,Dimensiuni: 62 * 77 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_02_2_1.jpg,MU0107,16,Size,2XL,,1,,Color,Negru,,1,,,,,,,,,,,,[62cm]·[77cm],8435782506624
variation,MU01070602,,1,0,visible,,Dimensiuni: 66 * 79 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_02_2_1.jpg,MU0107,17,Size,3XL,,1,,Color,Negru,,1,,,,,,,,,,,,[66cm]·[79cm],8435782506761
variation,MU01077502,,1,0,visible,,Dimensiuni: 36 * 46 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_02_2_1.jpg,MU0107,18,Size,4/6,,1,,Color,Negru,,1,,,,,,,,,,,,[36cm]·[46cm],8435782506907
variation,MU01077602,,1,0,visible,,Dimensiuni: 40 * 55 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_02_2_1.jpg,MU0107,19,Size,8/10,,1,,Color,Negru,,1,,,,,,,,,,,,[40cm]·[55cm],8435782507041
variation,MU01077702,,1,0,visible,,Dimensiuni: 44 * 59 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_02_2_1.jpg,MU0107,20,Size,12/14,,1,,Color,Negru,,1,,,,,,,,,,,,[44cm]·[59cm],8435782507188
variation,MU01070003,,1,0,visible,,Dimensiuni: 49 * 69 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_03_2_1.jpg,MU0107,21,Size,XS,,1,,Color,Galben,,1,,,,,,,,,,,,[49cm]·[69cm],8435782505931
variation,MU01070103,,1,0,visible,,Dimensiuni: 51 * 70 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_03_2_1.jpg,MU0107,22,Size,S,,1,,Color,Galben,,1,,,,,,,,,,,,[51cm]·[70cm],8435782506075
variation,MU01070203,,1,0,visible,,Dimensiuni: 53 * 71 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_03_2_1.jpg,MU0107,23,Size,M,,1,,Color,Galben,,1,,,,,,,,,,,,[53cm]·[71cm],8435782506211
variation,MU01070303,,1,0,visible,,Dimensiuni: 55 * 73 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_03_2_1.jpg,MU0107,24,Size,L,,1,,Color,Galben,,1,,,,,,,,,,,,[55cm]·[73cm],8435782506358
variation,MU01070403,,1,0,visible,,Dimensiuni: 58 * 75 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_03_2_1.jpg,MU0107,25,Size,XL,,1,,Color,Galben,,1,,,,,,,,,,,,[58cm]·[75cm],8435782506495
variation,MU01070503,,1,0,visible,,Dimensiuni: 62 * 77 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_03_2_1.jpg,MU0107,26,Size,2XL,,1,,Color,Galben,,1,,,,,,,,,,,,[62cm]·[77cm],8435782506631
variation,MU01070603,,1,0,visible,,Dimensiuni: 66 * 79 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_03_2_1.jpg,MU0107,27,Size,3XL,,1,,Color,Galben,,1,,,,,,,,,,,,[66cm]·[79cm],8435782506778
variation,MU01077503,,1,0,visible,,Dimensiuni: 36 * 46 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_03_2_1.jpg,MU0107,28,Size,4/6,,1,,Color,Galben,,1,,,,,,,,,,,,[36cm]·[46cm],8435782506914
variation,MU01077603,,1,0,visible,,Dimensiuni: 40 * 55 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_03_2_1.jpg,MU0107,29,Size,8/10,,1,,Color,Galben,,1,,,,,,,,,,,,[40cm]·[55cm],8435782507058
variation,MU01077703,,1,0,visible,,Dimensiuni: 44 * 59 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_03_2_1.jpg,MU0107,30,Size,12/14,,1,,Color,Galben,,1,,,,,,,,,,,,[44cm]·[59cm],8435782507195
variation,MU01070005,,1,0,visible,,Dimensiuni: 49 * 69 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_05_2_1.jpg,MU0107,31,Size,XS,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[49cm]·[69cm],8435782505948
variation,MU01070105,,1,0,visible,,Dimensiuni: 51 * 70 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_05_2_1.jpg,MU0107,32,Size,S,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[51cm]·[70cm],8435782506082
variation,MU01070205,,1,0,visible,,Dimensiuni: 53 * 71 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_05_2_1.jpg,MU0107,33,Size,M,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[53cm]·[71cm],8435782506228
variation,MU01070305,,1,0,visible,,Dimensiuni: 55 * 73 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_05_2_1.jpg,MU0107,34,Size,L,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[55cm]·[73cm],8435782506365
variation,MU01070405,,1,0,visible,,Dimensiuni: 58 * 75 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_05_2_1.jpg,MU0107,35,Size,XL,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[58cm]·[75cm],8435782506501
variation,MU01070505,,1,0,visible,,Dimensiuni: 62 * 77 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_05_2_1.jpg,MU0107,36,Size,2XL,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[62cm]·[77cm],8435782506648
variation,MU01070605,,1,0,visible,,Dimensiuni: 66 * 79 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_05_2_1.jpg,MU0107,37,Size,3XL,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[66cm]·[79cm],8435782506785
variation,MU01077505,,1,0,visible,,Dimensiuni: 36 * 46 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_05_2_1.jpg,MU0107,38,Size,4/6,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[36cm]·[46cm],8435782506921
variation,MU01077605,,1,0,visible,,Dimensiuni: 40 * 55 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_05_2_1.jpg,MU0107,39,Size,8/10,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[40cm]·[55cm],8435782507065
variation,MU01077705,,1,0,visible,,Dimensiuni: 44 * 59 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_05_2_1.jpg,MU0107,40,Size,12/14,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[44cm]·[59cm],8435782507201
variation,MU01070010,,1,0,visible,,Dimensiuni: 49 * 69 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_10_2_1.jpg,MU0107,41,Size,XS,,1,,Color,Sky blue,,1,,,,,,,,,,,,[49cm]·[69cm],8435782505955
variation,MU01070110,,1,0,visible,,Dimensiuni: 51 * 70 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_10_2_1.jpg,MU0107,42,Size,S,,1,,Color,Sky blue,,1,,,,,,,,,,,,[51cm]·[70cm],8435782506099
variation,MU01070210,,1,0,visible,,Dimensiuni: 53 * 71 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_10_2_1.jpg,MU0107,43,Size,M,,1,,Color,Sky blue,,1,,,,,,,,,,,,[53cm]·[71cm],8435782506235
variation,MU01070310,,1,0,visible,,Dimensiuni: 55 * 73 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_10_2_1.jpg,MU0107,44,Size,L,,1,,Color,Sky blue,,1,,,,,,,,,,,,[55cm]·[73cm],8435782506372
variation,MU01070410,,1,0,visible,,Dimensiuni: 58 * 75 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_10_2_1.jpg,MU0107,45,Size,XL,,1,,Color,Sky blue,,1,,,,,,,,,,,,[58cm]·[75cm],8435782506518
variation,MU01070510,,1,0,visible,,Dimensiuni: 62 * 77 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_10_2_1.jpg,MU0107,46,Size,2XL,,1,,Color,Sky blue,,1,,,,,,,,,,,,[62cm]·[77cm],8435782506655
variation,MU01070610,,1,0,visible,,Dimensiuni: 66 * 79 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_10_2_1.jpg,MU0107,47,Size,3XL,,1,,Color,Sky blue,,1,,,,,,,,,,,,[66cm]·[79cm],8435782506792
variation,MU01077510,,1,0,visible,,Dimensiuni: 36 * 46 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_10_2_1.jpg,MU0107,48,Size,4/6,,1,,Color,Sky blue,,1,,,,,,,,,,,,[36cm]·[46cm],8435782506938
variation,MU01077610,,1,0,visible,,Dimensiuni: 40 * 55 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_10_2_1.jpg,MU0107,49,Size,8/10,,1,,Color,Sky blue,,1,,,,,,,,,,,,[40cm]·[55cm],8435782507072
variation,MU01077710,,1,0,visible,,Dimensiuni: 44 * 59 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_10_2_1.jpg,MU0107,50,Size,12/14,,1,,Color,Sky blue,,1,,,,,,,,,,,,[44cm]·[59cm],8435782507218
variation,MU010700176,,1,0,visible,,Dimensiuni: 49 * 69 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_176_2_1.jpg,MU0107,51,Size,XS,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[49cm]·[69cm],8435782505962
variation,MU010701176,,1,0,visible,,Dimensiuni: 51 * 70 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_176_2_1.jpg,MU0107,52,Size,S,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[51cm]·[70cm],8435782506105
variation,MU010702176,,1,0,visible,,Dimensiuni: 53 * 71 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_176_2_1.jpg,MU0107,53,Size,M,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[53cm]·[71cm],8435782506242
variation,MU010703176,,1,0,visible,,Dimensiuni: 55 * 73 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_176_2_1.jpg,MU0107,54,Size,L,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[55cm]·[73cm],8435782506389
variation,MU010704176,,1,0,visible,,Dimensiuni: 58 * 75 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_176_2_1.jpg,MU0107,55,Size,XL,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[58cm]·[75cm],8435782506525
variation,MU010705176,,1,0,visible,,Dimensiuni: 62 * 77 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_176_2_1.jpg,MU0107,56,Size,2XL,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[62cm]·[77cm],8435782506662
variation,MU010706176,,1,0,visible,,Dimensiuni: 66 * 79 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_176_2_1.jpg,MU0107,57,Size,3XL,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[66cm]·[79cm],8435782506808
variation,MU010775176,,1,0,visible,,Dimensiuni: 36 * 46 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_176_2_1.jpg,MU0107,58,Size,4/6,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[36cm]·[46cm],8435782506945
variation,MU010776176,,1,0,visible,,Dimensiuni: 40 * 55 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_176_2_1.jpg,MU0107,59,Size,8/10,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[40cm]·[55cm],8435782507089
variation,MU010777176,,1,0,visible,,Dimensiuni: 44 * 59 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_176_2_1.jpg,MU0107,60,Size,12/14,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[44cm]·[59cm],8435782507225
variation,MU010700221,,1,0,visible,,Dimensiuni: 49 * 69 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_221_2_1.jpg,MU0107,61,Size,XS,,1,,Color,Galben fluor,,1,,,,,,,,,,,,[49cm]·[69cm],8435782505979
variation,MU010701221,,1,0,visible,,Dimensiuni: 51 * 70 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_221_2_1.jpg,MU0107,62,Size,S,,1,,Color,Galben fluor,,1,,,,,,,,,,,,[51cm]·[70cm],8435782506112
variation,MU010702221,,1,0,visible,,Dimensiuni: 53 * 71 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_221_2_1.jpg,MU0107,63,Size,M,,1,,Color,Galben fluor,,1,,,,,,,,,,,,[53cm]·[71cm],8435782506259
variation,MU010703221,,1,0,visible,,Dimensiuni: 55 * 73 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_221_2_1.jpg,MU0107,64,Size,L,,1,,Color,Galben fluor,,1,,,,,,,,,,,,[55cm]·[73cm],8435782506396
variation,MU010704221,,1,0,visible,,Dimensiuni: 58 * 75 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_221_2_1.jpg,MU0107,65,Size,XL,,1,,Color,Galben fluor,,1,,,,,,,,,,,,[58cm]·[75cm],8435782506532
variation,MU010705221,,1,0,visible,,Dimensiuni: 62 * 77 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_221_2_1.jpg,MU0107,66,Size,2XL,,1,,Color,Galben fluor,,1,,,,,,,,,,,,[62cm]·[77cm],8435782506679
variation,MU010706221,,1,0,visible,,Dimensiuni: 66 * 79 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_221_2_1.jpg,MU0107,67,Size,3XL,,1,,Color,Galben fluor,,1,,,,,,,,,,,,[66cm]·[79cm],8435782506815
variation,MU010775221,,1,0,visible,,Dimensiuni: 36 * 46 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_221_2_1.jpg,MU0107,68,Size,4/6,,1,,Color,Galben fluor,,1,,,,,,,,,,,,[36cm]·[46cm],8435782506952
variation,MU010776221,,1,0,visible,,Dimensiuni: 40 * 55 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_221_2_1.jpg,MU0107,69,Size,8/10,,1,,Color,Galben fluor,,1,,,,,,,,,,,,[40cm]·[55cm],8435782507096
variation,MU010777221,,1,0,visible,,Dimensiuni: 44 * 59 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_221_2_1.jpg,MU0107,70,Size,12/14,,1,,Color,Galben fluor,,1,,,,,,,,,,,,[44cm]·[59cm],8435782507232
variation,MU010700222,,1,0,visible,,Dimensiuni: 49 * 69 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_222_2_1.jpg,MU0107,71,Size,XS,,1,,Color,Fluor verde,,1,,,,,,,,,,,,[49cm]·[69cm],8435782505986
variation,MU010701222,,1,0,visible,,Dimensiuni: 51 * 70 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_222_2_1.jpg,MU0107,72,Size,S,,1,,Color,Fluor verde,,1,,,,,,,,,,,,[51cm]·[70cm],8435782506129
variation,MU010702222,,1,0,visible,,Dimensiuni: 53 * 71 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_222_2_1.jpg,MU0107,73,Size,M,,1,,Color,Fluor verde,,1,,,,,,,,,,,,[53cm]·[71cm],8435782506266
variation,MU010703222,,1,0,visible,,Dimensiuni: 55 * 73 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_222_2_1.jpg,MU0107,74,Size,L,,1,,Color,Fluor verde,,1,,,,,,,,,,,,[55cm]·[73cm],8435782506402
variation,MU010704222,,1,0,visible,,Dimensiuni: 58 * 75 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_222_2_1.jpg,MU0107,75,Size,XL,,1,,Color,Fluor verde,,1,,,,,,,,,,,,[58cm]·[75cm],8435782506549
variation,MU010705222,,1,0,visible,,Dimensiuni: 62 * 77 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_222_2_1.jpg,MU0107,76,Size,2XL,,1,,Color,Fluor verde,,1,,,,,,,,,,,,[62cm]·[77cm],8435782506686
variation,MU010706222,,1,0,visible,,Dimensiuni: 66 * 79 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_222_2_1.jpg,MU0107,77,Size,3XL,,1,,Color,Fluor verde,,1,,,,,,,,,,,,[66cm]·[79cm],8435782506822
variation,MU010775222,,1,0,visible,,Dimensiuni: 36 * 46 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_222_2_1.jpg,MU0107,78,Size,4/6,,1,,Color,Fluor verde,,1,,,,,,,,,,,,[36cm]·[46cm],8435782506969
variation,MU010776222,,1,0,visible,,Dimensiuni: 40 * 55 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_222_2_1.jpg,MU0107,79,Size,8/10,,1,,Color,Fluor verde,,1,,,,,,,,,,,,[40cm]·[55cm],8435782507102
variation,MU010777222,,1,0,visible,,Dimensiuni: 44 * 59 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_222_2_1.jpg,MU0107,80,Size,12/14,,1,,Color,Fluor verde,,1,,,,,,,,,,,,[44cm]·[59cm],8435782507249
variation,MU010700223,,1,0,visible,,Dimensiuni: 49 * 69 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_223_2_1.jpg,MU0107,81,Size,XS,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,[49cm]·[69cm],8435782505993
variation,MU010701223,,1,0,visible,,Dimensiuni: 51 * 70 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_223_2_1.jpg,MU0107,82,Size,S,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,[51cm]·[70cm],8435782506136
variation,MU010702223,,1,0,visible,,Dimensiuni: 53 * 71 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_223_2_1.jpg,MU0107,83,Size,M,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,[53cm]·[71cm],8435782506273
variation,MU010703223,,1,0,visible,,Dimensiuni: 55 * 73 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_223_2_1.jpg,MU0107,84,Size,L,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,[55cm]·[73cm],8435782506419
variation,MU010704223,,1,0,visible,,Dimensiuni: 58 * 75 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_223_2_1.jpg,MU0107,85,Size,XL,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,[58cm]·[75cm],8435782506556
variation,MU010705223,,1,0,visible,,Dimensiuni: 62 * 77 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_223_2_1.jpg,MU0107,86,Size,2XL,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,[62cm]·[77cm],8435782506693
variation,MU010706223,,1,0,visible,,Dimensiuni: 66 * 79 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_223_2_1.jpg,MU0107,87,Size,3XL,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,[66cm]·[79cm],8435782506839
variation,MU010775223,,1,0,visible,,Dimensiuni: 36 * 46 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_223_2_1.jpg,MU0107,88,Size,4/6,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,[36cm]·[46cm],8435782506976
variation,MU010776223,,1,0,visible,,Dimensiuni: 40 * 55 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_223_2_1.jpg,MU0107,89,Size,8/10,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,[40cm]·[55cm],8435782507119
variation,MU010777223,,1,0,visible,,Dimensiuni: 44 * 59 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_223_2_1.jpg,MU0107,90,Size,12/14,,1,,Color,Fluor portocaliu,,1,,,,,,,,,,,,[44cm]·[59cm],8435782507256
variation,MU010700226,,1,0,visible,,Dimensiuni: 49 * 69 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_226_2_1.jpg,MU0107,91,Size,XS,,1,,Color,Fern Green,,1,,,,,,,,,,,,[49cm]·[69cm],8435782528749
variation,MU010701226,,1,0,visible,,Dimensiuni: 51 * 70 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_226_2_1.jpg,MU0107,92,Size,S,,1,,Color,Fern Green,,1,,,,,,,,,,,,[51cm]·[70cm],8435782528756
variation,MU010702226,,1,0,visible,,Dimensiuni: 53 * 71 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_226_2_1.jpg,MU0107,93,Size,M,,1,,Color,Fern Green,,1,,,,,,,,,,,,[53cm]·[71cm],8435782528763
variation,MU010703226,,1,0,visible,,Dimensiuni: 55 * 73 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0107/model/large/0107_226_2_1.jpg,MU0107,94,Size,L,,1,,Color,Fern Green,,1,,,,,,,,,,,,[55cm]·[73cm],8435782528770
